error_event_id,error_type_id,user_id,session_id,event_id,product_id,occurred_at,message,stack_trace,http_status_code,client_info_json
430,2,130,546,6558,5,2025-01-14 16:11:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
431,1,78,333,3985,3,2025-03-01 09:27:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
432,4,9,37,458,5,2025-01-18 18:20:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
433,1,38,156,1916,4,2025-02-03 20:09:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
434,4,87,362,4353,2,2025-02-22 16:23:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
435,2,7,27,305,2,2025-02-16 11:03:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
436,3,72,305,3650,5,2025-01-04 17:15:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
437,1,61,259,3119,4,2025-01-23 10:10:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
438,3,114,482,5808,2,2025-01-19 19:18:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
439,1,65,278,3321,4,2025-01-23 13:22:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
440,4,139,586,7024,1,2025-01-04 20:15:00,Simulated TIMEOUT_API on /,Traceback (most recent call last): ...,200,{}
441,1,168,698,8377,1,2025-01-19 09:05:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
442,2,114,483,5827,4,2025-01-28 13:25:00,Simulated 404_NOT_FOUND on /reports,Traceback (most recent call last): ...,200,{}
443,1,133,561,6741,4,2025-02-10 12:09:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
444,2,169,706,8482,4,2025-02-17 11:03:00,Simulated 404_NOT_FOUND on /reports,Traceback (most recent call last): ...,200,{}
445,4,15,71,909,3,2025-01-12 11:15:00,Simulated TIMEOUT_API on /dashboard,Traceback (most recent call last): ...,200,{}
446,1,98,403,4831,1,2025-02-06 16:17:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
447,3,36,150,1834,2,2025-01-03 13:14:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
448,1,54,233,2821,2,2025-01-22 08:22:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
449,3,42,174,2110,4,2025-01-07 12:06:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
450,1,142,596,7167,5,2025-02-28 16:38:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
451,2,143,606,7266,2,2025-01-08 14:03:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
452,3,96,394,4739,4,2025-01-04 14:30:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
453,2,95,392,4708,2,2025-01-17 13:35:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
454,3,43,186,2250,1,2025-02-04 15:19:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
455,4,70,296,3542,5,2025-02-12 09:21:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
456,1,169,700,8422,5,2025-01-28 10:44:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
457,3,88,367,4413,2,2025-01-23 19:13:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
458,3,142,598,7186,1,2025-01-25 19:23:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
459,2,65,278,3330,3,2025-01-23 13:40:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
460,4,169,702,8442,5,2025-01-06 14:14:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
461,3,81,347,4171,2,2025-03-01 18:31:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
462,3,150,632,7553,5,2025-01-21 17:12:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
463,1,116,493,5943,4,2025-01-05 19:28:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
464,3,20,83,1047,2,2025-01-21 09:28:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
465,1,117,496,5981,5,2025-01-27 20:36:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
466,4,121,514,6189,5,2025-02-17 18:04:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
467,1,147,622,7443,4,2025-01-17 08:01:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
468,1,68,287,3429,2,2025-01-27 21:27:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
469,3,127,535,6441,2,2025-02-28 20:29:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
470,4,192,787,9333,1,2025-01-24 16:09:00,Simulated TIMEOUT_API on /,Traceback (most recent call last): ...,200,{}
471,1,157,664,7948,3,2025-01-23 16:11:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
472,3,49,220,2649,2,2025-02-11 10:23:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
473,3,79,338,4061,5,2025-01-14 09:04:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
474,2,12,56,714,4,2025-02-03 19:28:00,Simulated 404_NOT_FOUND on /reports,Traceback (most recent call last): ...,200,{}
475,2,157,658,7872,2,2025-02-14 14:04:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
476,3,197,808,9589,5,2025-01-03 17:10:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
477,3,2,7,89,5,2025-01-23 14:26:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
478,1,157,663,7938,3,2025-02-16 12:05:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
479,1,137,572,6863,3,2025-02-16 09:30:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
480,4,100,410,4925,5,2025-02-26 08:27:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
481,3,4,11,132,1,2025-01-21 10:14:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
482,2,55,239,2875,2,2025-01-15 13:21:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
483,2,29,115,1414,1,2025-01-08 09:35:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
484,2,104,433,5200,5,2025-02-01 13:07:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
485,1,117,495,5969,4,2025-02-17 18:10:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
486,1,34,140,1719,1,2025-01-27 12:11:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
487,1,166,690,8279,2,2025-01-14 19:30:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
488,4,109,453,5442,1,2025-01-05 08:05:00,Simulated TIMEOUT_API on /,Traceback (most recent call last): ...,200,{}
489,3,101,413,4966,3,2025-02-09 21:12:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
490,2,112,477,5736,1,2025-02-23 11:29:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
491,3,12,54,684,4,2025-01-04 21:33:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
492,3,72,303,3625,2,2025-02-07 08:17:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
493,2,64,274,3270,3,2025-02-09 19:07:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
494,1,23,93,1181,1,2025-01-23 19:41:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
495,2,74,309,3690,2,2025-02-18 20:12:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
496,4,59,253,3048,3,2025-01-02 19:11:00,Simulated TIMEOUT_API on /dashboard,Traceback (most recent call last): ...,200,{}
497,3,20,84,1057,3,2025-02-07 18:08:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
498,2,54,233,2826,3,2025-01-22 08:36:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
499,1,17,75,959,4,2025-01-17 21:42:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
500,1,164,683,8185,3,2025-01-19 17:11:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
501,3,188,773,9198,3,2025-01-12 13:02:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
502,1,37,154,1892,2,2025-01-20 10:16:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
503,1,55,238,2865,5,2025-02-15 11:26:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
504,1,1,3,37,5,2025-01-30 14:36:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
505,2,9,42,533,4,2025-01-02 14:26:00,Simulated 404_NOT_FOUND on /reports,Traceback (most recent call last): ...,200,{}
506,1,102,424,5101,3,2025-02-02 20:45:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
507,4,144,608,7299,4,2025-01-28 13:10:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
508,4,160,671,8041,1,2025-01-12 21:04:00,Simulated TIMEOUT_API on /,Traceback (most recent call last): ...,200,{}
509,4,65,277,3308,5,2025-01-02 15:21:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
510,2,146,617,7399,4,2025-01-29 19:04:00,Simulated 404_NOT_FOUND on /reports,Traceback (most recent call last): ...,200,{}
511,1,115,486,5859,2,2025-02-28 09:21:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
512,1,160,673,8072,5,2025-02-13 15:17:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
513,3,2,4,48,1,2025-02-20 09:20:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
514,1,33,135,1672,5,2025-01-07 19:20:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
515,3,197,810,9618,4,2025-02-26 18:09:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
516,4,99,408,4906,3,2025-01-25 10:37:00,Simulated TIMEOUT_API on /dashboard,Traceback (most recent call last): ...,200,{}
517,3,32,131,1627,4,2025-02-24 12:13:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
518,4,166,690,8269,1,2025-01-14 19:07:00,Simulated TIMEOUT_API on /,Traceback (most recent call last): ...,200,{}
519,1,178,729,8747,5,2025-01-16 13:08:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
520,2,108,449,5390,5,2025-01-11 17:03:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
521,1,143,603,7243,1,2025-02-04 12:08:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
522,4,117,497,6004,3,2025-01-31 20:40:00,Simulated TIMEOUT_API on /dashboard,Traceback (most recent call last): ...,200,{}
523,3,51,223,2685,2,2025-01-31 11:09:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
524,1,30,121,1499,5,2025-01-13 16:22:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
525,2,137,577,6912,5,2025-02-07 08:15:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
526,3,90,372,4472,4,2025-02-10 21:25:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
527,4,104,433,5205,5,2025-02-01 13:21:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
528,1,111,467,5610,3,2025-02-18 12:08:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
529,1,153,640,7648,4,2025-02-04 08:03:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
530,4,27,107,1316,5,2025-01-12 21:17:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
531,3,46,206,2484,3,2025-02-20 14:10:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
532,2,138,580,6948,3,2025-01-05 17:21:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
533,2,198,813,9654,1,2025-02-11 20:05:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
534,3,70,296,3545,5,2025-02-12 09:29:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
535,4,112,473,5682,4,2025-01-11 12:05:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
536,2,159,667,7998,3,2025-02-19 16:37:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
537,2,111,467,5615,1,2025-02-18 12:20:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
538,4,86,361,4334,1,2025-02-09 19:26:00,Simulated TIMEOUT_API on /,Traceback (most recent call last): ...,200,{}
539,3,86,361,4336,2,2025-02-09 19:34:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
540,3,131,552,6623,2,2025-01-28 09:16:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
541,3,30,124,1551,4,2025-01-24 21:35:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
542,4,92,377,4529,3,2025-01-26 21:22:00,Simulated TIMEOUT_API on /dashboard,Traceback (most recent call last): ...,200,{}
543,1,45,204,2457,2,2025-02-08 18:08:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
544,4,44,188,2288,2,2025-01-08 15:39:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
545,1,42,175,2128,5,2025-01-27 12:38:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
546,1,82,349,4190,3,2025-01-21 11:02:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
547,1,139,587,7041,3,2025-01-03 13:09:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
548,3,160,673,8069,1,2025-02-13 15:08:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
549,1,10,49,624,5,2025-01-11 21:38:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
550,1,136,568,6804,2,2025-01-11 20:08:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
551,2,7,29,336,4,2025-01-09 16:21:00,Simulated 404_NOT_FOUND on /reports,Traceback (most recent call last): ...,200,{}
552,1,12,58,734,2,2025-01-08 18:01:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
553,4,183,747,8931,3,2025-01-25 13:25:00,Simulated TIMEOUT_API on /dashboard,Traceback (most recent call last): ...,200,{}
554,1,169,704,8462,5,2025-01-21 16:11:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
555,2,61,260,3128,2,2025-01-21 10:14:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
556,2,160,673,8080,1,2025-02-13 15:41:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
557,2,1,2,24,1,2025-01-22 19:29:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
558,2,105,434,5218,5,2025-01-15 18:21:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
559,1,176,722,8672,3,2025-01-10 19:19:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
560,4,74,311,3718,4,2025-02-18 12:25:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
561,4,155,649,7769,1,2025-02-21 12:23:00,Simulated TIMEOUT_API on /,Traceback (most recent call last): ...,200,{}
562,1,99,404,4845,2,2025-01-08 08:26:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
563,2,41,170,2073,1,2025-01-11 09:17:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
564,1,102,426,5115,2,2025-01-20 20:03:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
565,2,92,384,4602,5,2025-01-28 19:12:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
566,1,77,330,3950,2,2025-01-23 16:09:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
567,1,110,461,5553,2,2025-01-22 13:27:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
568,4,70,298,3571,3,2025-01-03 10:44:00,Simulated TIMEOUT_API on /dashboard,Traceback (most recent call last): ...,200,{}
569,1,29,116,1419,3,2025-02-01 13:04:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
570,4,59,253,3051,1,2025-01-02 19:17:00,Simulated TIMEOUT_API on /,Traceback (most recent call last): ...,200,{}
571,4,184,750,8947,3,2025-02-24 09:04:00,Simulated TIMEOUT_API on /dashboard,Traceback (most recent call last): ...,200,{}
572,2,200,818,9719,2,2025-01-24 14:17:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
573,3,149,628,7516,3,2025-02-10 09:17:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
574,3,13,60,762,5,2025-02-03 15:03:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
575,4,181,743,8894,3,2025-01-15 13:03:00,Simulated TIMEOUT_API on /dashboard,Traceback (most recent call last): ...,200,{}
576,3,25,101,1262,3,2025-01-03 20:04:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
577,3,173,716,8608,1,2025-02-11 17:03:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
578,1,110,460,5534,4,2025-02-09 12:23:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
579,2,143,602,7235,5,2025-02-23 18:10:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
580,4,82,348,4181,4,2025-01-11 08:08:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
581,4,25,100,1248,5,2025-02-08 17:07:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
582,3,63,269,3239,4,2025-01-14 21:08:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
583,4,43,184,2228,2,2025-01-19 12:22:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
584,1,43,182,2211,1,2025-01-21 19:11:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
585,2,106,437,5247,2,2025-02-19 18:10:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
586,2,13,62,796,3,2025-01-13 18:25:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
587,2,11,51,638,1,2025-02-18 17:01:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
588,3,72,302,3610,3,2025-01-05 15:12:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
589,4,44,191,2320,2,2025-02-09 09:06:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
590,4,78,332,3974,1,2025-02-09 08:14:00,Simulated TIMEOUT_API on /,Traceback (most recent call last): ...,200,{}
591,4,76,322,3845,2,2025-02-02 15:34:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
592,4,64,271,3252,3,2025-01-21 12:12:00,Simulated TIMEOUT_API on /dashboard,Traceback (most recent call last): ...,200,{}
593,4,17,74,933,2,2025-02-16 21:02:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
594,2,43,184,2229,1,2025-01-19 12:24:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
595,3,157,656,7856,2,2025-02-21 13:11:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
596,2,7,24,287,5,2025-01-29 12:37:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
597,2,184,749,8944,4,2025-02-19 17:07:00,Simulated 404_NOT_FOUND on /reports,Traceback (most recent call last): ...,200,{}
598,1,148,625,7481,5,2025-02-23 09:07:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
599,3,77,330,3947,4,2025-01-23 16:01:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
600,2,139,584,6988,5,2025-02-01 11:01:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
601,3,108,450,5423,4,2025-02-12 13:39:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
602,1,103,427,5131,5,2025-01-06 17:04:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
603,2,10,45,564,3,2025-01-14 15:03:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
604,2,19,81,1021,4,2025-01-07 08:05:00,Simulated 404_NOT_FOUND on /reports,Traceback (most recent call last): ...,200,{}
605,3,33,136,1684,1,2025-02-25 08:10:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
606,4,154,643,7685,1,2025-02-01 18:26:00,Simulated TIMEOUT_API on /,Traceback (most recent call last): ...,200,{}
607,1,4,14,170,3,2025-01-20 12:12:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
608,2,6,22,268,3,2025-01-21 18:20:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
609,2,59,250,3015,5,2025-01-25 11:19:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
610,3,21,85,1072,1,2025-01-17 19:17:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
611,1,7,27,316,3,2025-02-16 11:34:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
612,3,34,140,1727,3,2025-01-27 12:36:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
613,2,175,719,8644,4,2025-02-16 09:30:00,Simulated 404_NOT_FOUND on /reports,Traceback (most recent call last): ...,200,{}
614,1,5,20,246,1,2025-01-21 17:45:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
615,2,50,222,2681,5,2025-02-08 14:34:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
616,3,43,184,2226,4,2025-01-19 12:17:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
617,3,2,5,51,2,2025-02-07 10:05:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
618,2,17,75,953,1,2025-01-17 21:28:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
619,4,59,252,3039,4,2025-02-19 13:03:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
620,4,79,337,4053,2,2025-02-05 15:25:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
621,3,102,422,5072,3,2025-02-28 08:31:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
622,1,126,530,6373,2,2025-01-17 08:10:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
623,4,174,717,8618,4,2025-01-09 11:12:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
624,2,178,734,8792,5,2025-02-20 21:04:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
625,3,76,320,3814,3,2025-02-16 11:19:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
626,1,59,251,3025,1,2025-02-04 20:10:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
627,2,149,630,7532,2,2025-02-17 11:03:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
628,3,43,186,2253,3,2025-02-04 15:28:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
629,2,132,556,6681,1,2025-02-09 08:32:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
630,1,85,358,4297,3,2025-01-14 17:22:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
631,1,143,604,7258,4,2025-02-12 17:10:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
632,4,155,650,7780,2,2025-02-21 15:03:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
633,3,190,780,9263,2,2025-02-21 13:02:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
634,1,162,676,8113,3,2025-02-21 14:19:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
635,1,52,229,2749,4,2025-01-26 19:09:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
636,2,43,185,2240,5,2025-01-13 15:16:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
637,1,147,620,7426,2,2025-02-08 12:13:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
638,3,195,804,9539,5,2025-01-03 14:02:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
639,3,9,36,448,5,2025-01-29 09:45:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
640,4,64,272,3258,2,2025-02-22 20:02:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
641,1,30,119,1471,3,2025-01-28 09:23:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
642,3,78,334,3998,2,2025-03-01 09:19:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
643,1,27,109,1340,2,2025-02-16 12:09:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
644,3,28,111,1374,5,2025-01-01 14:32:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
